day,hum%,Tmax,Tmin,Rain,rainydays,Hum
573,32.3,6.4,0.4,0.0,0,0.323
574,25.3,5.2,-3.8,0.0,0,0.253
575,27.4,7.1,-1.6,0.0,0,0.274
576,27.3,0.9,-4.5,0.0,0,0.273
577,24.7,5.6,-1.3,0.0,0,0.247
578,23.7,6.5,0.1,4.1,1,0.237
579,29.1,1.9,-4.6,0.0,0,0.291
580,24.3,7.0,-2.9,0.0,0,0.243
581,30.4,5.2,-3.0,0.0,0,0.304
582,26.2,3.6,-5.0,1.1,1,0.262
583,20.0,5.5,-4.4,0.0,0,0.2
584,20.2,8.7,1.8,0.0,0,0.202
585,20.0,4.3,-4.7,0.0,0,0.2
586,28.4,4.3,-2.8,2.1,1,0.284
587,20.1,2.8,-6.6,0.0,0,0.201
588,20.0,1.9,-4.0,0.0,0,0.2
589,23.3,5.1,-4.6,0.0,0,0.233
590,21.1,1.6,-4.5,0.0,0,0.211
591,22.9,3.3,-3.3,0.0,0,0.229
592,30.7,2.1,-6.7,0.0,0,0.307
593,25.7,3.9,-3.1,0.0,0,0.257
594,21.1,3.5,-4.6,2.7,1,0.211
595,20.0,4.8,-2.4,0.0,0,0.2
596,20.0,1.6,-7.1,1.0,1,0.2
597,24.2,1.9,-4.2,1.4,1,0.242
598,20.0,0.4,-4.9,0.0,0,0.2
599,31.1,1.4,-5.1,0.0,0,0.311
600,20.4,2.9,-4.5,0.0,0,0.204
601,20.5,3.6,-2.3,0.0,0,0.205
602,20.0,0.1,-6.7,0.0,0,0.2
603,22.6,3.6,-3.4,5.1,1,0.226
604,20.0,4.4,-0.8,4.2,1,0.2
605,30.9,2.5,-5.4,0.0,0,0.309
606,26.6,5.3,-4.1,1.6,1,0.266
607,24.9,-0.1,-5.8,0.0,0,0.249
608,20.0,-1.1,-9.1,0.0,0,0.2
609,21.0,-2.3,-10.6,0.0,0,0.21
610,26.1,4.2,-2.9,0.0,0,0.261
611,23.0,2.4,-6.1,0.8,1,0.23
612,20.0,0.9,-6.1,0.0,0,0.2
613,20.0,1.5,-6.0,2.2,1,0.2
614,20.0,-1.4,-6.4,0.0,0,0.2
615,20.0,5.7,-2.7,7.4,1,0.2
616,27.9,1.0,-7.3,0.0,0,0.279
617,20.0,0.9,-4.3,0.0,0,0.2
618,23.7,2.1,-4.8,0.0,0,0.237
619,20.0,1.5,-8.4,0.0,0,0.2
620,20.0,1.0,-6.1,0.0,0,0.2
621,20.0,-1.1,-8.6,0.0,0,0.2
622,20.0,1.4,-8.2,0.0,0,0.2
623,28.5,4.1,-4.5,0.0,0,0.285
624,22.4,3.0,-4.9,0.0,0,0.224
625,20.0,3.5,-5.5,0.0,0,0.2
626,26.4,-0.8,-10.1,0.0,0,0.264
627,27.6,-1.8,-9.1,8.8,1,0.276
628,22.2,-0.1,-7.5,0.0,0,0.222
629,32.0,0.3,-6.7,0.0,0,0.32
630,26.1,2.3,-7.5,0.0,0,0.261
631,25.6,-3.3,-11.8,0.0,0,0.256
632,20.0,3.1,-2.3,0.0,0,0.2
633,25.7,-0.3,-9.6,0.0,0,0.257
634,23.9,-0.8,-8.2,0.0,0,0.239
635,25.6,-2.0,-7.3,0.0,0,0.256
636,20.0,-3.3,-11.0,0.0,0,0.2
637,24.1,1.7,-5.4,0.0,0,0.241
638,20.0,0.1,-9.2,0.0,0,0.2
639,20.0,-2.6,-8.6,1.1,1,0.2
640,29.2,-2.6,-11.7,0.0,0,0.292
641,20.0,-0.7,-8.5,0.0,0,0.2
642,25.3,3.4,-1.9,0.0,0,0.253
643,26.7,-0.5,-10.4,0.0,0,0.267
644,27.0,-3.0,-10.5,0.0,0,0.27
645,24.2,-0.4,-6.9,0.0,0,0.242
646,27.3,-0.5,-7.8,0.0,0,0.273
647,28.6,-5.3,-14.6,0.0,0,0.286
648,30.3,0.0,-6.5,0.0,0,0.303
649,35.6,-0.3,-6.3,0.0,0,0.356
650,28.4,1.6,-4.1,0.0,0,0.284
651,27.9,3.9,-2.6,0.0,0,0.279
652,23.4,2.5,-6.4,0.0,0,0.234
653,30.5,-0.2,-7.6,0.0,0,0.305
654,32.0,-1.9,-8.0,1.7,1,0.32
655,28.1,5.5,-0.3,0.0,0,0.281
656,32.1,0.6,-6.1,0.0,0,0.321
657,28.3,0.5,-9.2,0.0,0,0.283
658,33.5,0.5,-6.2,1.7,1,0.335
659,35.1,1.0,-8.9,0.0,0,0.351
660,35.4,0.4,-7.1,4.1,1,0.354
661,31.9,-0.4,-6.3,0.0,0,0.319
662,26.5,-0.3,-9.8,0.0,0,0.265
663,29.1,0.8,-6.5,0.0,0,0.291
664,35.6,-0.2,-8.7,0.0,0,0.356
665,45.2,-0.4,-10.3,0.0,0,0.452
666,31.7,1.3,-4.0,6.4,1,0.317
667,36.1,0.6,-4.8,0.0,0,0.361
668,31.5,4.2,-4.4,0.0,0,0.315
669,29.9,-4.0,-10.4,0.0,0,0.299
670,31.8,3.6,-2.3,0.0,0,0.318
671,25.2,4.0,-1.2,0.0,0,0.252
672,42.9,-2.6,-7.7,0.0,0,0.429
673,25.4,1.0,-7.9,0.0,0,0.254
674,35.7,1.0,-4.6,0.0,0,0.357
675,31.6,-0.9,-8.3,0.0,0,0.316
676,33.5,0.4,-7.6,6.0,1,0.335
677,45.3,-0.1,-7.3,0.0,0,0.453
678,39.9,5.7,0.6,0.0,0,0.399
679,34.6,4.2,-4.7,2.8,1,0.346
680,36.9,5.0,-0.1,0.2,1,0.369
681,36.5,4.0,-4.8,4.2,1,0.365
682,40.6,0.4,-9.1,0.0,0,0.406
683,42.2,1.7,-5.4,0.0,0,0.422
684,51.3,3.9,-3.8,0.0,0,0.513
685,32.8,0.6,-6.8,1.0,1,0.328
686,42.7,4.6,-2.4,0.0,0,0.427
687,41.8,2.8,-6.7,0.0,0,0.418
688,48.6,2.6,-6.8,6.9,1,0.486
689,46.1,4.9,-1.7,0.0,0,0.461
690,47.8,4.5,-3.5,0.0,0,0.478
691,47.1,3.1,-6.6,0.0,0,0.471
692,41.2,6.2,-3.6,0.0,0,0.412
693,52.5,1.9,-5.7,5.4,1,0.525
694,50.9,5.4,-1.8,0.0,0,0.509
695,52.0,5.5,-0.9,5.1,1,0.52
696,54.3,3.9,-5.9,5.0,1,0.543
697,50.5,5.3,-0.4,0.0,0,0.505
698,56.4,2.3,-5.6,0.0,0,0.564
699,51.4,6.8,0.3,0.8,1,0.514
700,48.9,4.7,-1.7,1.6,1,0.489
701,50.5,4.2,-2.9,0.0,0,0.505
702,50.9,7.5,-2.5,0.0,0,0.509
703,49.0,4.1,-1.2,0.0,0,0.49
704,60.2,2.9,-5.0,0.0,0,0.602
705,54.1,2.7,-2.7,0.3,1,0.541
706,53.6,7.2,1.4,0.0,0,0.536
707,55.5,3.6,-3.6,4.0,1,0.555
708,69.0,9.8,2.3,0.0,0,0.69
709,49.0,2.3,-4.0,1.9,1,0.49
710,50.9,10.0,3.4,0.0,0,0.509
711,48.7,7.2,1.8,0.0,0,0.487
712,55.0,6.8,0.2,0.0,0,0.55
713,57.9,6.0,-3.8,0.5,1,0.579
714,54.8,8.1,-1.6,0.0,0,0.548
715,55.0,7.4,0.7,0.0,0,0.55
716,58.9,9.8,2.0,0.0,0,0.589
717,56.1,8.0,-1.5,0.0,0,0.561
718,60.7,8.2,3.2,0.0,0,0.607
719,65.2,7.4,-1.7,0.0,0,0.652
720,63.5,8.2,-1.6,0.0,0,0.635
721,65.0,9.1,3.6,0.0,0,0.65
722,66.5,5.2,-0.6,0.4,1,0.665
723,63.0,6.1,-3.7,1.4,1,0.63
724,61.3,10.5,2.8,0.0,0,0.613
725,58.7,9.5,4.4,0.0,0,0.587
726,61.0,8.9,2.7,0.0,0,0.61
727,60.8,9.5,2.3,0.0,0,0.608
728,67.6,10.4,1.9,0.0,0,0.676
729,66.1,8.7,0.1,0.0,0,0.661
730,68.3,8.4,-1.5,0.0,0,0.683
731,59.5,10.6,4.1,0.0,0,0.595
732,72.9,8.4,0.7,0.0,0,0.729
733,64.0,11.3,3.7,0.0,0,0.64
734,61.1,7.3,0.3,0.0,0,0.611
735,64.8,12.9,7.1,0.0,0,0.648
736,79.8,12.0,2.1,0.0,0,0.798
737,65.9,11.7,2.4,0.0,0,0.659
738,66.6,13.3,5.8,0.0,0,0.666
739,67.7,14.9,6.9,1.4,1,0.677
740,68.3,13.7,7.6,6.2,1,0.683
741,65.6,8.2,0.5,0.0,0,0.656
742,70.6,9.5,1.0,0.0,0,0.706
743,75.6,11.0,3.4,2.7,1,0.756
744,72.2,12.4,2.5,0.0,0,0.722
745,65.4,13.6,5.5,0.0,0,0.654
746,69.6,11.3,4.4,3.0,1,0.696
747,69.0,13.3,4.4,0.0,0,0.69
748,72.3,11.5,5.7,0.0,0,0.723
749,79.1,12.0,5.1,4.3,1,0.791
750,72.0,10.6,3.8,0.0,0,0.72
751,72.6,11.7,4.5,0.0,0,0.726
752,82.3,11.0,2.1,0.0,0,0.823
753,78.1,11.9,4.5,0.0,0,0.781
754,76.9,16.1,7.2,3.9,1,0.769
755,84.1,12.3,4.4,0.0,0,0.841
756,77.1,19.6,12.9,0.0,0,0.771
757,65.0,15.5,6.4,0.6,1,0.65
758,79.4,15.0,8.8,0.0,0,0.794
759,67.5,13.1,6.9,0.9,1,0.675
760,78.0,16.3,8.8,0.0,0,0.78
761,67.5,13.9,7.6,1.5,1,0.675
762,73.9,15.5,10.4,0.0,0,0.739
763,74.7,20.5,12.3,0.0,0,0.747
764,72.9,15.3,7.8,0.0,0,0.729
765,75.2,18.0,10.7,0.0,0,0.752
766,82.4,14.4,4.6,0.0,0,0.824
767,73.9,15.9,8.0,0.0,0,0.739
768,80.4,19.6,10.3,2.5,1,0.804
769,73.0,15.0,9.3,0.0,0,0.73
770,77.1,20.0,12.1,0.0,0,0.771
771,79.8,17.9,8.6,0.0,0,0.798
772,73.4,15.5,7.6,0.0,0,0.734
773,72.0,18.0,9.4,1.4,1,0.72
774,81.1,18.8,12.0,0.0,0,0.811
775,84.4,18.2,12.8,0.0,0,0.844
776,78.6,14.0,6.7,6.6,1,0.786
777,76.8,15.8,8.8,0.0,0,0.768
778,80.0,16.9,7.5,0.0,0,0.8
779,79.6,17.3,11.1,0.0,0,0.796
780,80.7,18.8,9.0,1.1,1,0.807
781,66.9,18.0,8.3,0.0,0,0.669
782,74.3,15.1,8.9,1.4,1,0.743
783,75.5,18.7,11.9,0.0,0,0.755
784,80.5,19.2,9.8,0.0,0,0.805
785,80.8,19.2,9.4,0.0,0,0.808
786,83.1,20.4,13.2,1.0,1,0.831
787,81.2,20.0,13.4,0.0,0,0.812
788,73.4,19.3,11.7,0.0,0,0.734
789,87.2,18.4,9.9,1.8,1,0.872
790,86.4,15.3,8.9,0.0,0,0.864
791,73.7,19.5,10.9,0.0,0,0.737
792,81.7,19.2,13.9,0.0,0,0.817
793,77.0,19.4,14.1,0.5,1,0.77
794,80.7,16.4,9.4,4.8,1,0.807
795,85.2,16.8,10.1,0.0,0,0.852
796,90.6,21.2,14.6,0.0,0,0.906
797,83.6,19.1,11.6,2.2,1,0.836
798,81.3,20.6,14.0,0.0,0,0.813
799,78.0,19.3,13.4,4.1,1,0.78
800,80.6,19.4,12.9,0.0,0,0.806
801,86.4,21.3,11.4,0.0,0,0.864
802,79.3,18.4,11.4,0.0,0,0.793
803,75.0,19.7,12.5,0.0,0,0.75
804,71.2,18.6,10.8,2.8,1,0.712
805,81.7,18.7,8.8,0.0,0,0.817
806,80.3,19.0,12.8,0.0,0,0.803
807,75.7,20.1,11.7,0.0,0,0.757
808,83.9,18.8,10.2,0.0,0,0.839
809,76.5,22.3,14.3,0.0,0,0.765
810,77.8,18.0,12.6,2.4,1,0.778
811,78.2,19.5,11.1,0.0,0,0.782
812,76.4,19.0,13.7,9.5,1,0.764
813,79.1,22.8,14.8,0.7,1,0.791
814,83.5,20.3,11.6,0.0,0,0.835
815,71.8,22.0,16.0,0.0,0,0.718
816,79.8,17.0,7.8,0.0,0,0.798
817,78.0,20.5,15.4,2.3,1,0.78
818,77.6,21.8,12.5,0.0,0,0.776
819,81.0,20.2,12.9,0.0,0,0.81
820,76.6,22.1,16.0,0.0,0,0.766
821,78.6,19.0,13.3,3.2,1,0.786
822,79.5,22.8,13.1,0.0,0,0.795
823,73.1,24.6,19.2,0.0,0,0.731
824,76.9,19.3,13.3,0.0,0,0.769
825,73.8,19.1,12.3,0.9,1,0.738
826,74.1,22.9,14.8,0.0,0,0.741
827,72.9,23.1,15.4,0.0,0,0.729
828,76.5,18.9,13.3,0.0,0,0.765
829,74.3,19.1,12.6,2.5,1,0.743
830,75.5,19.3,13.1,4.7,1,0.755
831,73.2,17.2,11.1,0.0,0,0.732
832,64.9,18.0,10.9,0.0,0,0.649
833,72.7,17.8,9.3,0.0,0,0.727
834,72.6,18.2,12.1,0.0,0,0.726
835,73.1,19.7,12.8,3.3,1,0.731
836,68.6,20.1,13.2,0.0,0,0.686
837,65.2,22.7,12.9,0.0,0,0.652
838,73.9,17.6,7.8,0.0,0,0.739
839,69.1,21.5,12.5,0.0,0,0.691
840,70.9,19.1,12.8,0.0,0,0.709
841,68.2,19.3,14.0,0.0,0,0.682
842,69.2,20.7,14.1,0.0,0,0.692
843,66.6,17.1,10.7,0.0,0,0.666
844,63.6,20.0,12.5,4.1,1,0.636
845,70.4,19.5,10.6,0.0,0,0.704
846,64.6,20.1,10.8,0.0,0,0.646
847,68.0,19.6,10.4,0.0,0,0.68
848,68.8,23.9,17.1,5.8,1,0.688
849,63.4,17.6,9.2,0.0,0,0.634
850,59.9,17.7,11.2,2.3,1,0.599
851,77.6,17.5,12.2,1.3,1,0.776
852,62.4,17.5,9.0,0.0,0,0.624
853,67.7,17.3,12.2,0.0,0,0.677
854,73.8,20.8,13.8,11.8,1,0.738
855,67.6,21.2,14.6,0.0,0,0.676
856,61.7,17.1,8.7,0.0,0,0.617
857,62.4,16.5,7.7,0.4,1,0.624
858,58.1,19.0,12.5,0.0,0,0.581
859,66.2,16.9,7.8,0.0,0,0.662
860,64.2,19.1,12.7,0.0,0,0.642
861,58.3,18.2,10.9,0.6,1,0.583
862,55.2,14.6,6.0,2.0,1,0.552
863,53.3,20.6,12.2,0.0,0,0.533
864,64.3,21.0,11.1,0.0,0,0.643
865,59.5,16.1,9.9,0.0,0,0.595
866,59.5,16.4,8.1,0.0,0,0.595
867,53.8,17.6,9.6,2.7,1,0.538
868,50.1,17.6,8.0,0.0,0,0.501
869,61.7,18.1,12.3,2.9,1,0.617
870,56.6,20.7,11.9,0.0,0,0.566
871,60.4,16.2,8.4,0.0,0,0.604
872,53.5,14.8,8.5,0.0,0,0.535
873,53.7,13.5,6.2,0.0,0,0.537
874,57.9,14.7,8.0,0.0,0,0.579
875,57.5,15.9,8.1,0.4,1,0.575
876,57.3,19.5,10.0,3.3,1,0.573
877,51.4,14.7,6.9,0.0,0,0.514
878,55.4,16.0,7.9,0.0,0,0.554
879,57.4,15.4,7.8,0.0,0,0.574
880,50.8,17.7,12.4,0.8,1,0.508
881,48.2,20.2,14.1,0.0,0,0.482
882,57.0,14.0,6.5,0.0,0,0.57
883,46.5,13.9,7.3,1.4,1,0.465
884,52.4,16.8,10.9,0.0,0,0.524
885,48.4,15.9,8.4,0.0,0,0.484
886,39.0,18.1,11.5,1.8,1,0.39
887,53.3,15.4,9.1,6.3,1,0.533
888,33.4,13.4,6.1,1.0,1,0.334
889,36.7,15.1,9.5,1.8,1,0.367
890,48.8,16.0,6.4,0.0,0,0.488
891,48.3,15.3,5.9,1.5,1,0.483
892,41.9,14.5,5.9,0.3,1,0.419
893,45.3,15.4,9.9,0.0,0,0.453
894,31.4,15.5,6.6,0.0,0,0.314
895,47.1,15.7,6.7,0.0,0,0.471
896,44.3,14.1,5.3,0.0,0,0.443
897,42.4,12.3,6.7,0.0,0,0.424
898,42.2,12.8,4.5,0.8,1,0.422
899,44.1,14.7,5.5,0.0,0,0.441
900,41.0,10.5,2.6,0.0,0,0.41
901,31.2,12.7,4.5,0.0,0,0.312
902,51.1,11.0,3.7,0.0,0,0.511
903,45.6,11.7,4.0,0.0,0,0.456
904,32.7,14.0,8.8,0.0,0,0.327
905,36.9,11.7,3.5,8.2,1,0.369
906,37.0,11.2,5.8,0.5,1,0.37
907,43.1,8.2,1.1,0.0,0,0.431
908,26.5,12.3,5.8,0.0,0,0.265
909,34.3,11.9,4.2,1.1,1,0.343
910,27.5,14.8,9.1,0.0,0,0.275
911,34.4,9.6,1.2,1.5,1,0.344
912,33.0,10.5,1.5,3.0,1,0.33
913,35.4,10.4,4.6,0.0,0,0.354
914,31.5,12.9,7.4,2.0,1,0.315
915,30.3,9.4,3.7,1.0,1,0.303
916,36.7,10.0,0.6,10.8,1,0.367
917,35.5,10.4,2.8,0.0,0,0.355
918,35.5,9.4,2.1,1.5,1,0.355
919,31.5,8.0,2.5,0.0,0,0.315
920,29.1,9.1,0.9,0.0,0,0.291
921,30.9,10.7,1.3,0.0,0,0.309
922,33.6,6.3,-2.8,4.9,1,0.336
923,20.0,8.5,0.3,0.0,0,0.2
924,32.3,6.6,1.3,2.4,1,0.323
925,31.5,10.3,4.7,0.0,0,0.315
926,29.9,4.7,-0.6,0.0,0,0.299
927,28.5,6.4,0.1,1.1,1,0.285
928,20.0,8.1,2.4,0.0,0,0.2
929,26.3,10.3,4.0,0.3,1,0.263
930,37.1,6.9,-0.0,1.8,1,0.371
931,27.8,5.8,-4.0,0.0,0,0.278
932,25.9,10.5,2.4,0.0,0,0.259
933,27.2,3.6,-5.5,0.2,1,0.272
934,28.5,2.0,-6.6,4.8,1,0.285
935,29.7,7.1,1.5,3.3,1,0.297
936,25.0,5.1,-3.6,0.0,0,0.25
937,27.9,3.9,-2.5,0.0,0,0.279
938,33.9,7.2,-1.0,1.2,1,0.339
939,30.2,6.1,-0.6,5.4,1,0.302
940,36.6,4.3,-5.7,0.0,0,0.366
941,21.4,2.7,-3.6,0.0,0,0.214
942,32.8,6.9,0.5,0.0,0,0.328
943,20.2,6.3,-3.4,0.0,0,0.202
944,25.6,4.6,-0.5,0.8,1,0.256
945,27.3,8.4,-0.1,0.0,0,0.273
946,20.8,2.4,-6.2,0.0,0,0.208
947,23.6,1.4,-7.8,0.0,0,0.236
948,27.5,2.9,-7.0,1.2,1,0.275
949,20.0,4.0,-5.8,0.0,0,0.2
950,30.8,4.5,-0.9,0.0,0,0.308
951,20.0,3.4,-5.7,0.0,0,0.2
952,31.8,4.4,-3.8,0.0,0,0.318
953,26.9,1.1,-7.2,0.0,0,0.269
954,21.3,6.3,0.7,0.0,0,0.213
955,20.0,3.2,-5.1,0.0,0,0.2
956,20.0,5.4,-4.5,0.0,0,0.2
957,20.6,3.8,-5.8,0.2,1,0.206
958,20.9,3.9,-3.3,0.0,0,0.209
959,27.2,4.0,-1.2,0.0,0,0.272
960,30.7,3.6,-3.2,0.0,0,0.307
961,21.7,3.9,-5.3,0.0,0,0.217
962,20.0,5.1,-3.4,0.0,0,0.2
963,20.0,2.8,-4.5,0.0,0,0.2
964,20.0,3.7,-1.6,4.1,1,0.2
965,20.0,2.0,-5.2,3.7,1,0.2
966,20.0,4.9,-2.4,2.1,1,0.2
967,30.7,0.6,-9.1,0.0,0,0.307
968,21.7,5.4,-2.8,0.6,1,0.217
969,20.0,1.7,-4.9,7.4,1,0.2
970,24.1,-1.2,-8.8,3.6,1,0.241
971,20.0,1.8,-3.5,0.0,0,0.2
972,20.0,0.1,-9.8,0.0,0,0.2
973,20.0,3.0,-3.8,4.5,1,0.2
974,28.3,-0.0,-7.4,0.0,0,0.283
975,20.0,0.3,-6.5,0.0,0,0.2
976,20.0,-2.7,-11.1,6.1,1,0.2
977,26.1,0.1,-8.2,0.0,0,0.261
978,20.0,-3.9,-12.5,0.0,0,0.2
979,20.0,-2.3,-8.6,1.7,1,0.2
980,20.0,2.3,-4.2,6.1,1,0.2
981,22.8,2.3,-3.3,0.0,0,0.228
982,22.3,1.5,-6.7,0.0,0,0.223
983,29.4,-1.3,-6.5,2.5,1,0.294
984,20.0,0.5,-7.5,0.0,0,0.2
985,20.8,0.5,-8.8,0.0,0,0.208
986,20.0,-1.9,-11.3,0.0,0,0.2
987,20.0,3.4,-3.8,3.4,1,0.2
988,25.3,2.1,-5.2,0.0,0,0.253
989,23.3,-0.1,-5.5,0.0,0,0.233
990,22.6,0.3,-8.0,0.0,0,0.226
991,23.4,0.7,-8.4,0.0,0,0.234
992,20.0,-3.9,-10.1,0.0,0,0.2
993,20.0,-0.3,-7.4,0.0,0,0.2
994,22.0,-1.2,-10.4,0.0,0,0.22
995,27.8,-1.9,-11.3,0.0,0,0.278
996,30.2,-0.5,-6.7,0.0,0,0.302
997,26.3,3.7,-4.1,4.5,1,0.263
998,22.7,1.3,-4.6,0.0,0,0.227
999,24.1,-1.1,-6.6,1.5,1,0.241
1000,23.1,1.2,-8.4,0.0,0,0.231
1001,20.0,2.8,-6.3,0.0,0,0.2
1002,23.6,1.9,-6.9,0.0,0,0.236
1003,20.0,0.1,-5.1,14.0,1,0.2
1004,23.4,-1.3,-10.5,0.0,0,0.234
1005,32.4,1.4,-5.8,0.0,0,0.324
1006,28.6,0.8,-5.9,4.6,1,0.286
1007,20.2,1.8,-5.9,0.0,0,0.202
1008,24.7,1.3,-4.2,0.0,0,0.247
1009,21.2,2.1,-6.6,0.0,0,0.212
1010,25.3,-1.0,-8.9,0.0,0,0.253
1011,31.2,2.7,-3.2,0.0,0,0.312
1012,29.5,0.5,-5.4,0.0,0,0.295
1013,39.0,4.3,-1.6,0.1,1,0.39
1014,32.9,-1.2,-6.5,8.1,1,0.329
1015,28.3,3.7,-4.3,0.0,0,0.283
1016,31.0,0.6,-8.6,0.0,0,0.31
1017,26.9,-1.0,-6.1,4.6,1,0.269
1018,22.7,-0.7,-5.9,0.8,1,0.227
1019,35.2,-0.3,-8.2,0.0,0,0.352
1020,34.1,1.2,-7.9,0.0,0,0.341
1021,28.2,1.5,-5.2,3.4,1,0.282
1022,31.1,-0.7,-7.4,0.0,0,0.311
1023,36.4,0.5,-7.5,1.9,1,0.364
1024,34.8,4.9,-1.5,0.0,0,0.348
1025,23.6,4.1,-1.0,0.0,0,0.236
1026,32.6,1.6,-7.1,0.0,0,0.326
1027,30.9,0.9,-7.3,0.0,0,0.309
1028,37.7,1.1,-6.8,0.0,0,0.377
1029,37.7,2.2,-6.6,2.8,1,0.377
1030,39.6,-1.0,-9.4,2.0,1,0.396
1031,27.8,0.6,-5.5,0.0,0,0.278
1032,29.9,-2.2,-8.9,0.0,0,0.299
1033,39.9,2.0,-3.6,0.0,0,0.399
1034,31.8,2.6,-3.0,0.0,0,0.318
1035,27.6,0.4,-7.9,0.0,0,0.276
1036,38.3,4.6,-4.6,2.7,1,0.383
1037,33.4,-0.9,-10.7,0.0,0,0.334
1038,45.5,-1.2,-9.4,0.0,0,0.455
1039,38.5,2.2,-3.7,0.0,0,0.385
1040,38.3,4.0,-1.5,0.0,0,0.383
1041,36.1,5.4,-3.7,0.0,0,0.361
1042,46.4,1.2,-6.7,0.0,0,0.464
1043,40.7,4.4,-3.7,0.0,0,0.407
1044,37.3,2.2,-6.7,0.0,0,0.373
1045,35.9,2.1,-6.4,0.0,0,0.359
1046,40.0,4.3,-4.9,0.0,0,0.4
1047,36.0,4.0,-1.3,0.0,0,0.36
1048,46.5,-0.4,-9.1,0.0,0,0.465
1049,32.8,5.8,-3.4,0.0,0,0.328
1050,41.6,5.8,-0.7,0.0,0,0.416
1051,45.9,1.9,-6.3,0.0,0,0.459
1052,45.1,4.0,-2.5,5.5,1,0.451
1053,40.3,4.4,-5.4,0.0,0,0.403
1054,47.7,4.0,-1.1,0.0,0,0.477
1055,40.4,2.5,-5.4,0.7,1,0.404
1056,45.3,2.4,-3.4,0.0,0,0.453
1057,49.1,3.9,-4.7,0.0,0,0.491
1058,48.7,6.4,0.5,0.0,0,0.487
1059,43.5,5.3,-0.9,0.0,0,0.435
1060,53.4,3.6,-3.9,0.0,0,0.534
1061,48.4,6.0,-3.6,1.8,1,0.484
1062,52.2,-1.1,-7.1,0.0,0,0.522
1063,56.6,7.1,1.3,1.3,1,0.566
1064,55.1,1.4,-7.4,8.6,1,0.551
1065,55.6,4.3,-3.2,0.0,0,0.556
1066,51.5,3.0,-6.6,0.0,0,0.515
1067,55.0,2.8,-3.0,0.0,0,0.55
1068,52.6,7.8,-0.4,0.0,0,0.526
1069,46.0,4.7,-1.4,0.0,0,0.46
1070,54.1,6.5,0.7,0.0,0,0.541
1071,54.4,5.9,-2.5,0.0,0,0.544
1072,56.5,7.1,-0.9,2.0,1,0.565
1073,53.5,6.5,-2.3,6.1,1,0.535
1074,50.8,3.9,-2.7,0.0,0,0.508
1075,58.4,8.6,1.4,1.8,1,0.584
1076,49.1,5.8,-1.2,0.0,0,0.491
1077,63.4,3.8,-6.1,0.0,0,0.634
1078,55.5,6.3,-0.2,5.8,1,0.555
1079,58.4,10.3,3.8,0.0,0,0.584
1080,60.5,9.1,2.4,4.7,1,0.605
1081,61.1,6.9,-0.9,0.0,0,0.611
1082,51.6,7.1,0.8,0.0,0,0.516
1083,63.3,7.3,-2.3,0.0,0,0.633
1084,61.2,12.3,5.9,1.1,1,0.612
1085,56.9,9.1,-0.4,0.0,0,0.569
1086,56.9,9.3,3.8,2.6,1,0.569
1087,59.4,10.7,2.4,0.0,0,0.594
1088,55.1,9.3,-0.3,0.0,0,0.551
1089,70.7,8.5,2.6,0.0,0,0.707
1090,69.9,8.7,-1.1,0.0,0,0.699
1091,65.2,9.2,1.9,0.0,0,0.652
1092,62.3,9.4,-0.3,2.2,1,0.623
1093,62.9,11.1,2.7,3.0,1,0.629
1094,68.2,9.9,3.4,0.0,0,0.682
1095,73.6,11.5,5.5,2.3,1,0.736
1096,62.4,10.0,3.5,0.0,0,0.624
1097,60.1,10.5,5.0,0.0,0,0.601
1098,73.9,6.5,0.8,0.0,0,0.739
1099,57.6,12.5,7.0,0.0,0,0.576
1100,62.0,11.6,4.4,0.0,0,0.62
1101,66.2,13.0,4.0,0.0,0,0.662
1102,60.0,5.4,-0.3,0.0,0,0.6
1103,73.8,15.5,9.9,0.0,0,0.738
1104,72.9,11.3,3.0,0.0,0,0.729
1105,66.2,13.9,7.9,0.0,0,0.662
1106,75.9,9.8,4.3,0.0,0,0.759
1107,77.1,13.3,7.4,0.0,0,0.771
1108,69.7,10.1,0.5,0.2,1,0.697
1109,68.4,11.1,2.0,0.0,0,0.684
1110,82.3,16.4,9.6,0.0,0,0.823
1111,75.0,12.3,4.1,0.0,0,0.75
1112,73.0,13.3,5.6,13.0,1,0.73
1113,78.9,14.8,6.4,0.0,0,0.789
1114,73.9,14.2,5.8,0.0,0,0.739
1115,70.2,13.7,5.5,0.0,0,0.702
1116,73.5,14.3,7.9,0.0,0,0.735
1117,78.6,18.5,13.3,1.6,1,0.786
1118,63.8,13.7,6.5,0.0,0,0.638
1119,72.6,14.4,5.0,0.0,0,0.726
1120,81.3,16.3,8.4,0.0,0,0.813
1121,72.1,16.5,7.4,0.0,0,0.721
1122,82.7,16.9,6.9,0.6,1,0.827
1123,82.3,15.9,10.1,0.0,0,0.823
1124,75.2,12.5,4.0,12.7,1,0.752
1125,72.9,18.2,9.8,0.0,0,0.729
1126,74.6,12.8,2.9,0.0,0,0.746
1127,89.6,15.8,5.9,0.0,0,0.896
1128,85.9,13.9,5.4,0.0,0,0.859
1129,77.4,15.4,9.2,0.0,0,0.774
1130,73.9,16.3,7.3,0.0,0,0.739
1131,77.8,16.5,10.9,0.0,0,0.778
1132,78.6,16.8,7.9,0.0,0,0.786
1133,71.4,19.3,9.8,0.0,0,0.714
1134,78.2,17.1,10.2,0.0,0,0.782
